"CountryCode","Country","ItemCode","Item","ElementGroup","ElementCode","Element","Year","Unit","Value","Flag"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1989","%","86.060","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1990","%","85.970","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1991","%","86.160","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1992","%","86.430","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1993","%","86.420","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1994","%","86.230","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1995","%","87.200","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1996","%","87.320","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1997","%","87.080","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1998","%","87.100","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1999","%","87.380","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2000","%","87.160","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2001","%","87.350","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2002","%","87.900","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2003","%","88.630","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2004","%","89.330","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2005","%","90.050","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2006","%","89.780","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2007","%","90.590","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2008","%","89.240","Fc"
"5200","Americas + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2009","%","89.400","Fc"
"1","Armenia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2007","%","99.940","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1990","%","98.630","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1991","%","98.430","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1992","%","97.440","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1993","%","97.940","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1994","%","97.750","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1995","%","97.460","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1996","%","97.700","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1997","%","97.410","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1998","%","97.140","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1999","%","96.940","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2000","%","96.520","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2001","%","96.610","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2002","%","31.480","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2003","%","28.260","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2004","%","95.830","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2005","%","94.530","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2006","%","94.410","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2007","%","98.550","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2008","%","94.240","Fc"
"5300","Asia + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2009","%","93.870","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1980","%","97.100","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1981","%","97.340","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1982","%","97.390","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1983","%","97.470","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1984","%","97.460","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1985","%","97.390","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1986","%","97.370","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1987","%","97.390","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1988","%","96.170","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1989","%","94.710","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1990","%","92.870","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1991","%","90.410","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1992","%","89.040","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1993","%","88.030","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1994","%","87.330","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1995","%","87.790","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1996","%","88.090","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1997","%","88.890","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1998","%","88.900","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1999","%","89.520","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2000","%","89.910","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2001","%","90.080","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2002","%","90.000","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2003","%","90.150","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2004","%","90.380","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2005","%","90.690","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2006","%","91.420","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2007","%","92.000","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2008","%","92.520","Fc"
"11","Austria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2009","%","93.100","Fc"
"57","Belarus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2007","%","86.770","Fc"
"57","Belarus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2008","%","87.160","Fc"
"57","Belarus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2009","%","87.660","Fc"
"255","Belgium","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2000","%","91.670","Fc"
"255","Belgium","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2001","%","92.100","Fc"
"255","Belgium","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2002","%","92.330","Fc"
"255","Belgium","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2003","%","92.280","Fc"
"255","Belgium","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2004","%","91.600","Fc"
"255","Belgium","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2005","%","91.880","Fc"
"255","Belgium","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2006","%","91.660","Fc"
"255","Belgium","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2007","%","91.890","Fc"
"255","Belgium","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2008","%","92.310","Fc"
"255","Belgium","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2009","%","93.030","Fc"
"27","Bulgaria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2007","%","70.570","Fc"
"27","Bulgaria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2008","%","84.050","Fc"
"27","Bulgaria","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2009","%","74.910","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1985","%","86.830","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1986","%","86.550","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1987","%","85.750","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1988","%","86.000","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1989","%","86.060","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1990","%","85.970","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1991","%","86.160","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1992","%","86.430","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1993","%","86.420","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1994","%","86.230","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1995","%","87.200","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1996","%","87.320","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1997","%","87.080","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1998","%","87.100","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1999","%","87.380","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2000","%","87.160","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2001","%","87.350","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2002","%","87.900","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2003","%","88.630","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2004","%","89.330","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2005","%","90.050","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2006","%","89.780","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2007","%","90.590","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2008","%","89.240","Fc"
"33","Canada","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2009","%","89.400","Fc"
"98","Croatia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1992","%","83.270","Fc"
"98","Croatia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1993","%","84.450","Fc"
"98","Croatia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1994","%","86.600","Fc"
"98","Croatia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1995","%","86.500","Fc"
"98","Croatia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1996","%","82.220","Fc"
"98","Croatia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1997","%","82.500","Fc"
"98","Croatia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1998","%","79.560","Fc"
"98","Croatia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1999","%","83.020","Fc"
"98","Croatia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2000","%","82.260","Fc"
"98","Croatia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2001","%","85.220","Fc"
"98","Croatia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2002","%","84.170","Fc"
"98","Croatia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2003","%","82.270","Fc"
"98","Croatia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2004","%","81.050","Fc"
"98","Croatia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2005","%","81.460","Fc"
"98","Croatia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2006","%","84.090","Fc"
"98","Croatia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2007","%","83.730","Fc"
"98","Croatia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2008","%","84.050","Fc"
"98","Croatia","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2009","%","84.450","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1990","%","98.630","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1991","%","98.430","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1992","%","98.280","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1993","%","98.110","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1994","%","97.920","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1995","%","97.790","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1996","%","97.860","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1997","%","97.580","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1998","%","97.300","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1999","%","97.100","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2000","%","96.680","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2001","%","96.610","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2002","%","96.500","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2003","%","96.050","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2004","%","95.830","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2005","%","94.530","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2006","%","94.410","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2007","%","94.100","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2008","%","94.240","Fc"
"50","Cyprus","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2009","%","93.870","Fc"
"167","Czech Republic","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2007","%","94.490","Fc"
"167","Czech Republic","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2008","%","93.310","Fc"
"167","Czech Republic","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2009","%","96.040","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1985","%","99.790","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1986","%","99.780","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1987","%","99.760","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1988","%","99.720","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1989","%","99.720","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1990","%","99.250","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1991","%","99.080","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1992","%","98.830","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1993","%","98.570","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1994","%","98.180","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1995","%","97.840","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1996","%","97.470","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1997","%","96.940","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1998","%","96.610","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1999","%","96.030","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2000","%","95.810","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2001","%","95.720","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2002","%","95.760","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2003","%","95.660","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2004","%","95.750","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2005","%","95.820","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2006","%","95.840","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2007","%","95.810","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2008","%","96.000","Fc"
"54","Denmark","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2009","%","96.120","Fc"
"5401","Eastern Europe + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","1999","%","1.420","Fc"
"5401","Eastern Europe + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2000","%","1.570","Fc"
"5401","Eastern Europe + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2001","%","2.470","Fc"
"5401","Eastern Europe + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2002","%","1.840","Fc"
"5401","Eastern Europe + (Total)","6730","Ammonia (NH3) emissions from agriculture","7203","7203","% of total NH3 emissions from agriculture","2003","%","1.770","Fc"
